file,campaign,episode,actor,word_count,vocabulary,anger_norm,anticipation_norm,disgust_norm,fear_norm,joy_norm,sadness_norm,surprise_norm,trust_norm,matt_cnt,marisha_cnt,travis_cnt,laura_cnt,sam_cnt,liam_cnt,ashley_cnt,taliesin_cnt,orion_cnt
C1E001_FINAL_V2_MATT_treated.txt,C1,1,MATT,16201,2067,0.16237972090211425,0.10907655880031566,0.0873465549379502,0.17416665267258896,0.13379989588406185,0.08800399670859294,0.06130833431291876,0.1839182857814574,6,9,11,4,7,3,8,4,14
C1E002_FINAL_MATT_treated.txt,C1,2,MATT,12690,1742,0.1836385600480868,0.09866590164830234,0.07345444823050472,0.1538848100919974,0.14865165513284387,0.0968967966807571,0.06870040553779617,0.1761074226297116,2,13,40,6,14,6,2,9,13
C1E003_FINAL_MATT_treated.txt,C1,3,MATT,12197,1708,0.11920857616294626,0.09727427805937564,0.0713810849836128,0.18372735455472694,0.15659555009994353,0.09952064851738437,0.06538669425055688,0.20690581337145356,3,2,13,3,6,3,2,2,10
C1E004_FINAL_MATT_treated.txt,C1,4,MATT,18461,2343,0.166411299097631,0.10624788072331233,0.07137217788259585,0.1716924100794064,0.13797946262734648,0.1002500113871583,0.06452406739173343,0.18152269081081626,12,5,24,7,24,5,19,12,9
C1E005_FINAL_MATT_treated.txt,C1,5,MATT,14968,1864,0.18192272076643237,0.08664193685578928,0.08865333972959964,0.1901145030155493,0.11074378366106431,0.1224646566114665,0.0754870868246503,0.14397197253544833,2,13,39,6,24,8,20,10,12
C1E006_FINAL_MATT_treated.txt,C1,6,MATT,13589,1852,0.1589990635987986,0.10418858665431915,0.06905700471507975,0.17478455537479817,0.13291625927357595,0.10289457528107543,0.0707551362536097,0.18640481884874321,0,3,11,6,6,4,10,11,4
C1E007_FINAL_MATT_treated.txt,C1,7,MATT,19093,1921,0.20258914569520017,0.09138261229720303,0.06579276214480666,0.16041587754480738,0.11134459284852043,0.11428348915171314,0.09321136901875131,0.1609801512989979,0,12,46,12,25,9,13,7,34
C1E008_FINAL_MATT_treated.txt,C1,8,MATT,15667,1877,0.19324133470548094,0.114669986639767,0.07775898347787413,0.14905546360702016,0.11280163478619737,0.11281117161700432,0.06517556872023535,0.17448585644642067,3,11,4,7,9,7,16,5,19
C1E009_FINAL_MATT_treated.txt,C1,9,MATT,14270,2003,0.11680826774252424,0.11988362566060007,0.06343022781723368,0.14881606486209428,0.18366817975311722,0.10005397408467327,0.06803841090975456,0.19930124917000272,6,8,26,7,12,9,15,10,16
C1E010_FINAL_MATT_treated.txt,C1,10,MATT,19564,2420,0.1089108457835027,0.14160540998127163,0.06455305226619776,0.1455550362310551,0.1750353812513686,0.0895215931858815,0.0886208012341765,0.1861978800665463,15,18,30,12,17,9,9,17,24
C1E011_FINAL_MATT_treated.txt,C1,11,MATT,22858,2336,0.17748155287371212,0.10305253012683019,0.06990258863512122,0.15003699304706355,0.14724275561975975,0.08901273570718193,0.08734804858932453,0.17592279540100678,14,22,54,16,35,15,27,19,17
C1E012_FINAL_MATT_treated.txt,C1,12,MATT,26317,2752,0.11749500092849503,0.13038762652427943,0.05502970735807703,0.15343493850850504,0.16758260242377596,0.08235975911158709,0.07308512461122073,0.2206252405340597,31,2,3,3,1,2,2,2,7
C1E013_FINAL_MATT_treated.txt,C1,13,MATT,15568,1960,0.1612857550913842,0.11064404793181316,0.05681610778683258,0.1324860719959339,0.1544885126192996,0.08825939030249158,0.08474659503576229,0.21127351923648263,15,12,24,10,18,9,22,17,18
C1E014_FINAL_MATT_treated.txt,C1,14,MATT,7842,1421,0.07738912536042841,0.1605000514897707,0.034283605657009476,0.08724727104215296,0.22214832486612662,0.06926017781134149,0.06307496910613758,0.28609647466703286,2,1,11,7,4,4,2,1,4
C1E015-FINAL_MATT_treated.txt,C1,Others,MATT,18492,2201,0.1660553558862174,0.16196427604782657,0.055364908245970026,0.15766897029128035,0.13048313782870943,0.09263736858595285,0.07462857948981243,0.1611974036242309,7,9,17,8,10,10,6,5,11
C1E015_FINAL_MATT_treated.txt,C1,15,MATT,18492,2201,0.1660553558862174,0.16196427604782657,0.055364908245970026,0.15766897029128035,0.13048313782870943,0.09263736858595285,0.07462857948981243,0.1611974036242309,7,9,17,8,10,10,6,5,11
C1E016_FINAL_MATT_treated.txt,C1,16,MATT,15918,2126,0.093291576767107,0.1431507562824894,0.05425882251363392,0.13689290229094894,0.17995741130561843,0.08802664561945527,0.06346822881522156,0.2409536564055255,1,14,16,11,8,7,12,8,13
C1E017_FINAL_MATT_treated.txt,C1,17,MATT,17624,2230,0.1974479520986535,0.10630405908840591,0.06471703003012733,0.179949949787813,0.10883896465709941,0.09204892718692974,0.0740818728605829,0.17661124429038827,5,2,29,3,2,4,3,5,7
C1E018_FINAL_MATT_treated.txt,C1,18,MATT,15197,2185,0.1344115439139498,0.13235751127017342,0.05913093440481195,0.1749512910894592,0.13652819950418285,0.08421533839483296,0.09504128026351735,0.1833639011590725,11,1,34,13,11,4,2,19,1
C1E019_FINAL_MATT_treated.txt,C1,19,MATT,20236,2173,0.1954434958641346,0.08589313715380868,0.06531218406171735,0.23856636763274902,0.09291978234407978,0.11652663156010847,0.07668092500210374,0.12865747638129843,4,0,50,19,27,0,1,34,0
C1E020_FINAL_MATT_treated.txt,C1,20,MATT,16939,2295,0.10682995857764838,0.13617305421242748,0.07506127192748323,0.1394415146926196,0.1539079642735729,0.08652616969209978,0.08299735619944539,0.21906271042470324,6,9,4,2,2,8,1,1,15
C1E021_FINAL_MATT_treated.txt,C1,21,MATT,18872,2114,0.19721293114127683,0.08976397461587282,0.10357416070568791,0.17175728503759205,0.10001545320679585,0.11949734932804097,0.07331397212548008,0.14486487383925342,6,41,0,0,0,30,1,0,40
C1E022_FINAL_MATT_treated.txt,C1,22,MATT,21211,2445,0.1404434950177136,0.13285135367441367,0.05774920147575213,0.15934600954262018,0.13399819918807185,0.10072104605774858,0.07476795612654728,0.20012273891713275,1,30,20,8,9,11,17,23,21
C1E023_FINAL_MATT_treated.txt,C1,23,MATT,16920,2307,0.17706743714434933,0.14179984611547067,0.05379703670545433,0.12464420796567213,0.1427275241546713,0.09097951798421812,0.07638686359666279,0.19259756633350134,6,4,28,3,7,5,3,5,12
C1E024_FINAL_MATT_treated.txt,C1,24,MATT,16603,2224,0.05505268439538387,0.19176274856735426,0.035108141653682645,0.09386114558850717,0.20974463252964318,0.06909340586790612,0.06314733144954714,0.28222990994797575,10,8,7,4,5,13,2,10,16
C1E025_FINAL_MATT_treated.txt,C1,25,MATT,16519,1969,0.16375039986824153,0.12096370621640712,0.05938399703543228,0.15402924660072398,0.12531712322909835,0.11199953124356647,0.08922762875757376,0.17532836704895646,3,17,15,11,11,14,2,11,23
C1E026_FINAL_MATT_treated.txt,C1,26,MATT,16585,2232,0.10032703844943505,0.1705853193066041,0.05314163319584069,0.1429511624838003,0.1553145016935617,0.08755595859656008,0.06139457451164173,0.22872981176255622,5,14,4,5,10,3,1,14,17
C1E027_FINAL_MATT_treated.txt,C1,27,MATT,15295,2037,0.13175427456592506,0.15344698924380515,0.04318496166175247,0.1483614403747691,0.14388017211446413,0.09172404135197716,0.08063789012068347,0.20701023056662346,1,10,11,6,7,15,1,23,18
C1E028_FINAL_MATT_treated.txt,C1,28,MATT,15548,2133,0.13943664325070915,0.14907252016099087,0.06360458467616174,0.14720864954777008,0.14291097975732547,0.09969108757964149,0.07322004069327076,0.1848554943341304,15,12,23,7,9,4,3,8,6
C1E029_FINAL_MATT_treated.txt,C1,29,MATT,17903,2270,0.15484378159987958,0.12423799147554045,0.06249724392027819,0.16390729232083967,0.11156078505315248,0.11257654298648039,0.08174494439941792,0.18863141824441146,5,10,7,3,16,9,1,22,0
C1E030_FINAL_MATT_treated.txt,C1,30,MATT,12413,1850,0.1619520902472171,0.13928058687956107,0.05703394921037945,0.16131519641464978,0.12604746669620379,0.10973744637524335,0.06603992621403891,0.1785933379627066,7,4,22,6,13,12,0,20,0
C1E031-1_FINAL_MATT_treated.txt,C1,Others,MATT,13665,1533,0.22739400562848033,0.10216132041104718,0.05683824324162032,0.192808475546535,0.08825425038330512,0.10500458364858425,0.07355955340451,0.15397956773591778,18,8,30,7,12,9,1,14,0
C1E031-2_FINAL_MATT_treated.txt,C1,Others,MATT,4175,874,0.14320367863807865,0.14959315538244644,0.05353218652020469,0.15306610482618058,0.12650163644377477,0.09831791710560456,0.08569526197167249,0.19009005911203775,2,3,3,2,3,0,0,4,0
C1E032_FINAL_MATT_treated.txt,C1,32,MATT,18451,2138,0.16238407844677208,0.1113743266661544,0.05358499585969041,0.1658158401698238,0.14515768745927282,0.10236879771671184,0.0795024799173645,0.17981179376421003,1,10,27,5,12,15,39,13,0
C1E033-1_FINAL_MATT_treated.txt,C1,Others,MATT,12158,1701,0.17806461931480824,0.1134946004508936,0.06320178254134833,0.17767025175986523,0.11849320920979699,0.11307613265648175,0.08159464711772091,0.15440475694908493,1,5,11,5,10,13,3,16,0
C1E033-2_FINAL_MATT_treated.txt,C1,Others,MATT,8882,1336,0.18793736001134603,0.11533593262882977,0.07056498550941823,0.16248852661691074,0.12426710838634064,0.11490108137471873,0.08543556039615623,0.13906944507627958,4,25,27,11,13,15,3,21,0
C1E034_FINAL_MATT_treated.txt,C1,34,MATT,22345,2092,0.19756048306181218,0.11432424667316882,0.06230215634848388,0.14542436089612465,0.1196512536813492,0.11017641808787076,0.0876579962121043,0.16290308503908613,0,16,30,16,14,21,30,42,0
C1E035-1_FINAL_MATT_treated.txt,C1,Others,MATT,10749,1557,0.19275855596571348,0.10001126196583873,0.0685528373897266,0.1718000375398861,0.13189764124382158,0.10346493148970785,0.08635174873302885,0.14516298567227673,2,10,16,14,11,13,25,25,0
C1E035-2_FINAL_MATT_treated.txt,C1,Others,MATT,4124,879,0.063917659523861,0.17266293720982673,0.05006965702794621,0.08578780399655267,0.21487108044073905,0.08326099916905808,0.09101439784511116,0.23841546478690517,3,5,2,0,2,3,1,2,0
C1E036_FINAL_MATT_treated.txt,C1,36,MATT,12604,1929,0.08633217109964585,0.18895524615010093,0.026959109791818814,0.10286749750669463,0.22543897880494118,0.058453286843985826,0.07909471419260096,0.2318989956102119,9,2,13,2,8,2,1,15,1
C1E037_FINAL_MATT_treated.txt,C1,37,MATT,20181,2405,0.10783133759001248,0.17489273304638145,0.03717879412224692,0.11546412081896872,0.15895313573094524,0.0768199683128999,0.0736495583525428,0.25521035202600234,2,13,25,11,24,8,13,9,2
C1E038_FINAL_MATT_treated.txt,C1,38,MATT,14503,2196,0.07358434146051762,0.15839622081241278,0.0545623333607701,0.11140122298477878,0.19635375913097028,0.08753853735688172,0.07265392281380269,0.245509662079866,2,10,11,4,15,5,20,7,0
C1E039_FINAL_MATT_treated.txt,C1,39,MATT,18293,2160,0.1494996978792736,0.12727999624712144,0.06277249504108912,0.16124914842564642,0.1197742391493849,0.11197931435749109,0.08159010024246673,0.18585500865752672,3,25,39,14,38,23,27,13,0
C1E040_FINAL_MATT_treated.txt,C1,40,MATT,15353,2016,0.16376798468185857,0.1224335206018207,0.05532516743925209,0.1847572416733221,0.11961305774584369,0.11039966772880008,0.0655210994956467,0.17818226063345607,1,11,40,18,14,9,31,17,0
C1E041_FINAL_MATT_treated.txt,C1,41,MATT,15968,2049,0.16686024652899006,0.11863116658162581,0.05541447350753284,0.18394674651556248,0.12741862932029974,0.10817617557805406,0.0693841139189516,0.17016844804898346,3,14,14,10,6,4,12,8,0
C1E042_FINAL_MATT_treated.txt,C1,42,MATT,15805,2120,0.16338254607663713,0.12101608205067817,0.07120719235493363,0.14419791733109588,0.12858280710534545,0.12108804485245168,0.0758725080835488,0.17465290214530926,1,12,17,9,17,6,10,19,0
C1E043_FINAL_MATT_treated.txt,C1,43,MATT,15754,2113,0.15562581721006152,0.13785681734575667,0.05242929539726901,0.15209852876697072,0.13727089685054011,0.10729482782016396,0.05606168872169717,0.2013621278875408,3,1,26,3,16,10,0,0,0
C1E044_FINAL_MATT_treated.txt,C1,44,MATT,21407,2300,0.16866304066304072,0.12647638780972112,0.0666784080117414,0.1477682811016144,0.12941724941724944,0.11907795907795908,0.0800904774238108,0.1618281964948631,3,15,35,14,19,23,1,21,0
C1E045_FINAL_MATT_treated.txt,C1,45,MATT,11682,1910,0.08543930605818398,0.19158894486238093,0.04587307036066378,0.12296490896953738,0.17798092622688147,0.09014251495640695,0.05826633614580072,0.22774399242014481,2,14,6,4,3,4,1,4,0
C1E046_FINAL_MATT_treated.txt,C1,46,MATT,15374,1887,0.17584761598123377,0.09787080606782894,0.07749467557780144,0.18463938076538614,0.12504199168297736,0.11475043593321735,0.07881623289634605,0.14553886109520886,3,25,17,13,25,9,0,14,0
C1E047_FINAL_MATT_treated.txt,C1,47,MATT,10596,1770,0.08371591249625412,0.1441219658375787,0.05683548097093199,0.138164519029068,0.17027569673359305,0.09470931974827687,0.07620017980221756,0.2359769253820797,7,9,13,9,8,7,4,1,0
C1E048_FINAL_MATT_treated.txt,C1,48,MATT,15412,2105,0.12670799465195265,0.14425973575930565,0.040896307007210225,0.14473041393779015,0.16117110446822747,0.1002598107820135,0.07311498748281847,0.20885964591068193,6,11,12,10,16,10,20,5,0
C1E049-5_FINAL_MATT_treated.txt,C1,Others,MATT,17373,2121,0.16260466201435125,0.10245664517054659,0.11165423136565276,0.1741527648068801,0.117286487479443,0.08555451341423598,0.07942614141850254,0.16686455433038766,2,0,0,0,0,0,0,0,0
C1E049_FINAL_MATT_treated.txt,C1,49,MATT,26773,2501,0.18530884895836908,0.1111066103498687,0.06160723820606204,0.1795437245155354,0.11421248631578619,0.10797022272981449,0.07951442280630412,0.16073644611826007,12,41,58,32,47,22,50,45,0
C1E050_FINAL_MATT_treated.txt,C1,50,MATT,10890,1816,0.10746724128591122,0.16161166252354955,0.05086854982875787,0.144075141899253,0.1475752231565135,0.0953915095191376,0.06863529935776672,0.22437537242911068,0,3,17,6,4,7,14,6,0
C1E051_FINAL_MATT_treated.txt,C1,51,MATT,2324,460,0.2519994860758681,0.09295067399008554,0.060851829248707155,0.14244263857214745,0.13289221512007623,0.07560573453677233,0.06006488292165869,0.18319253953468448,0,2,4,1,0,0,0,0,0
C1E052_FINAL_MATT_treated.txt,C1,52,MATT,17099,1656,0.24752577644740145,0.08922461248227721,0.07101221470238538,0.18076263223792446,0.09259496962277676,0.10551968413262264,0.07766637791862292,0.1356937324559892,1,9,36,10,15,8,26,13,0
C1E053_FINAL_MATT_treated.txt,C1,53,MATT,12556,1847,0.11194019524847582,0.1460954707435467,0.062185922537098134,0.1299165898310287,0.16251586503930252,0.10148090471919673,0.06759481601585939,0.21827023586549213,2,1,12,0,6,5,11,3,0
C1E054_FINAL_MATT_treated.txt,C1,54,MATT,18424,2123,0.18327958495080188,0.1195517594306162,0.06578396291361606,0.16206315260439716,0.11050789603876157,0.12022644996296061,0.06864763485303393,0.16993955924581242,3,13,24,7,18,11,14,15,0
C1E055_FINAL_MATT_treated.txt,C1,55,MATT,19510,2088,0.19567382960185975,0.1108513049595627,0.06871801277070706,0.1929014755070967,0.10911735911230785,0.12006166773507604,0.07223978413843649,0.13043656617495336,0,25,47,20,32,33,19,21,0
C1E056_FINAL_MATT_treated.txt,C1,56,MATT,12254,1929,0.0859592714353163,0.16573090046578595,0.034614421554472315,0.10076376959098275,0.23512169113112885,0.07588239617604449,0.05408300933440798,0.24784454031186132,1,7,12,5,8,3,8,9,0
C1E057_FINAL_MATT_treated.txt,C1,57,MATT,16232,2301,0.0814941937886288,0.1452512112295245,0.048674224792866594,0.12905453264956712,0.1918903275682722,0.1026191700092689,0.06814213378773835,0.23287420617413357,2,6,7,3,8,8,6,3,0
C1E058_FINAL_MATT_treated.txt,C1,58,MATT,14846,1893,0.17927719709364212,0.13197743786124072,0.0656582886210518,0.15662218062570998,0.1269406082775472,0.11137466153219638,0.0804365609527824,0.14771306503582934,1,11,16,8,7,19,22,23,0
C1E059_FINAL_MATT_treated.txt,C1,59,MATT,12051,1914,0.06916176848528056,0.16509289273190014,0.05473804056163972,0.1016735337926156,0.18958518137779143,0.08528086130616326,0.06753825279313784,0.26692946895147135,4,9,15,17,6,11,5,13,0
C1E060_FINAL_MATT_treated.txt,C1,60,MATT,11935,1835,0.0814997998068725,0.1604665677477096,0.03255258013613135,0.12542688240420177,0.19144586542311404,0.07432699780965167,0.058701335405921026,0.27557997126639805,2,7,9,11,6,7,2,3,0
C1E061_FINAL_MATT_treated.txt,C1,61,MATT,14620,1906,0.12732555586457245,0.13543847065884035,0.05174864967723989,0.12525249937790006,0.1981607798937307,0.0667805963376612,0.0657687691204239,0.22952467906963134,3,14,16,16,31,13,0,8,0
C1E062_FINAL_MATT_treated.txt,C1,62,MATT,13172,1759,0.14196029913456773,0.12672183057615868,0.0745488584418952,0.1560156631204154,0.1315001847643897,0.08014589241200214,0.08955050192624534,0.19955676962432586,2,16,33,12,13,20,18,25,0
C1E063_FINAL_MATT_treated.txt,C1,63,MATT,17879,2075,0.16505654625991628,0.10677621989065414,0.08210200241199948,0.12572370588310144,0.13225632230873302,0.11030797529185053,0.07914214255114894,0.19863508540259608,5,33,32,19,19,36,5,33,0
C1E064_FINAL_MATT_treated.txt,C1,64,MATT,14527,2038,0.09055712013015421,0.1514433844237017,0.03819266749386041,0.1867044910441691,0.15620781440655712,0.09350309682800378,0.051095860084126615,0.23229556558942702,3,18,9,10,9,11,12,18,3
C1E065_FINAL_MATT_treated.txt,C1,65,MATT,18188,2447,0.07379387107513007,0.17371650102960265,0.03557546622599247,0.10040308041597235,0.1977620783493899,0.08348495341659297,0.06315664252733544,0.27210740695998414,9,6,11,10,10,8,2,2,0
C1E066_FINAL_MATT_treated.txt,C1,66,MATT,17453,2330,0.1329271010358243,0.15097364763601048,0.056854659678382415,0.1427494849797819,0.12964134859596393,0.10832010696770049,0.07654961120439034,0.20198403990194622,7,17,14,13,21,13,0,12,0
C1E067_FINAL_MATT_treated.txt,C1,67,MATT,15257,1984,0.0859794893975437,0.22032735012577262,0.03939014534982984,0.13960526765084166,0.15973684510056108,0.08603070899302276,0.07094369259137007,0.19798650079105823,1,14,12,10,10,5,0,3,0
C1E068_FINAL_MATT_treated.txt,C1,68,MATT,19571,1923,0.237990805714553,0.09074937646048523,0.06945038427368909,0.19647909731322022,0.07469130945008777,0.11945728397933969,0.10388675815334224,0.10729498465528284,2,36,44,22,36,39,3,50,0
C1E069_FINAL_MATT_treated.txt,C1,69,MATT,10332,1698,0.1130602668688676,0.15819842091117664,0.05338286217314926,0.1480944337183894,0.1586684341935961,0.09866773306881024,0.06204824517554735,0.20787960389046348,3,8,4,5,5,2,32,11,0
C1E070_FINAL_MATT_treated.txt,C1,70,MATT,11080,1867,0.08713404511662252,0.1645030009272061,0.05675722193536209,0.16061761913486686,0.16333594283525155,0.09959524959608242,0.049463941680408186,0.21859297877420036,4,19,8,6,7,6,2,8,0
C1E071_FINAL_MATT_treated.txt,C1,71,MATT,17608,2006,0.21718259158030878,0.10250163392067428,0.06983490356947236,0.19484581355504715,0.09622504190465332,0.10970531699435569,0.07892094572909285,0.13078375274639553,2,24,27,12,32,28,46,21,0
C1E072_FINAL_MATT_treated.txt,C1,72,MATT,9388,1536,0.14602634417136326,0.13566996055346792,0.04455425715459806,0.17434210038319062,0.14845930064369503,0.0853863876085373,0.06779492550554314,0.19776672397960463,4,11,20,4,10,5,5,10,0
C1E073_FINAL_MATT_treated.txt,C1,73,MATT,10240,1647,0.08268604536419642,0.16687906170263753,0.042365761168360674,0.13373415847865006,0.18506703130947177,0.07630996518037134,0.07113495073093028,0.24182302606538192,4,2,13,0,7,4,3,1,0
C1E074_FINAL_MATT_treated.txt,C1,74,MATT,15171,2108,0.08566716913556455,0.16546451927327135,0.038195192166018736,0.14672734073058225,0.15197266266958312,0.06947671453344063,0.05886933164080651,0.2836270698507327,3,18,20,7,11,5,8,4,0
C1E075_FINAL_MATT_treated.txt,C1,75,MATT,13958,1953,0.10938592046666765,0.1404535913169052,0.05658678051738317,0.1459796070204251,0.16193112711972,0.08968354452910209,0.05599229181919476,0.23998713721060208,4,8,13,4,7,0,11,2,0
C1E076_FINAL_MATT_treated.txt,C1,76,MATT,14502,1680,0.21812073174935986,0.0942987610907917,0.0916590664773671,0.19402891519442378,0.10558621748764385,0.10637679387973203,0.05404596469124427,0.1358835494294374,1,27,22,23,55,18,34,17,0
C1E077_FINAL_MATT_treated.txt,C1,77,MATT,20536,2176,0.21494820013602192,0.09670791047975762,0.06558985509674949,0.19336959429747896,0.09269254704862986,0.11222215609241402,0.06924465056399416,0.15522508628495393,13,21,34,12,19,15,28,18,0
C1E078_FINAL_MATT_treated.txt,C1,78,MATT,15642,2204,0.12904447960144214,0.16953832142735,0.044484101057769704,0.1597597565167935,0.15087391536762765,0.08647361515326596,0.0607115152365988,0.19911429563915226,2,7,9,5,3,6,5,1,0
C1E079_FINAL_MATT_treated.txt,C1,79,MATT,16352,1661,0.22189516593106887,0.08887730549035248,0.07279340718753595,0.21426774334281715,0.08867388971117636,0.11894403121896902,0.07771821026232612,0.11683024685575413,2,29,42,17,18,18,41,25,0
C1E080_FINAL_MATT_treated.txt,C1,80,MATT,14208,1679,0.17008981645656096,0.09424445969567,0.07835814449471766,0.17213381222879554,0.13110077378157284,0.12260362501040457,0.07376366917264893,0.15770569915962954,1,23,23,31,26,29,53,16,0
C1E081_FINAL_MATT_treated.txt,C1,81,MATT,15017,2290,0.09377682723327535,0.14492646871840473,0.03948881049527403,0.13185560492424137,0.20517555697611098,0.08857338528006423,0.05168629576139579,0.2445170506112335,11,9,14,6,8,6,5,2,0
C1E082_FINAL_MATT_treated.txt,C1,82,MATT,19240,2125,0.12241765824776175,0.1439023125768713,0.055214202969022595,0.14681895540745396,0.15255034180944482,0.09166195904007322,0.07177640799748289,0.21565816195188936,1,32,40,17,21,15,37,16,0
C1E083_FINAL_MATT_treated.txt,C1,83,MATT,16443,1951,0.195483412574912,0.11680751489111256,0.07774340040936412,0.15802141165628886,0.11832346190891031,0.12561037678877732,0.07277714045365956,0.13523328131697537,6,14,29,15,18,13,33,17,0
C1E084_FINAL_MATT_treated.txt,C1,84,MATT,11413,1838,0.06210596317784809,0.17162987244203337,0.025865048279328923,0.09200825251869386,0.2369103847684477,0.08439326183943198,0.05715104832121988,0.2699361686529962,1,3,13,7,18,2,16,2,0
C1E085_FINAL_MATT_treated.txt,C1,85,MATT,9662,1450,0.21876679478335134,0.10687165336224175,0.054872047567425516,0.13845405867087152,0.13221379061134655,0.07604086593738708,0.08107223809993101,0.19170855096744524,1,0,17,1,9,1,7,3,0
C1E086_FINAL_MATT_treated.txt,C1,86,MATT,9700,1655,0.11358303480405284,0.15477010872350971,0.04887289771788842,0.10379136932390946,0.1740999982914064,0.07831766173262786,0.057992516359784245,0.2685724130468211,6,9,10,1,12,5,6,1,0
C1E087_FINAL_MATT_treated.txt,C1,87,MATT,16612,1943,0.17905956049643276,0.15144692048406555,0.04982978394491246,0.14386113192836475,0.12191283862577003,0.0873210042915282,0.10215651811549152,0.16441224211343478,4,32,18,6,14,19,1,9,0
C1E088_FINAL_MATT_treated.txt,C1,88,MATT,22209,2007,0.19134794122626778,0.11318550820565733,0.08844966494819513,0.15562343704925508,0.1129542549131001,0.11097090397030049,0.0833485240789541,0.1441197656082699,1,66,74,40,48,46,0,19,0
C1E089_FINAL_MATT_treated.txt,C1,89,MATT,11718,1906,0.06977907854984895,0.1871565804380664,0.0324560989425982,0.10795529645015109,0.21577841767371583,0.07494689388217529,0.06342876699395772,0.24849886706948648,0,23,13,9,8,13,12,1,0
C1E090_FINAL_MATT_treated.txt,C1,90,MATT,15055,2228,0.08826907229908491,0.16507438088216161,0.06478032701565686,0.12609012447412937,0.17667172659062325,0.09545474259443994,0.046470052478639896,0.23718957366526425,4,16,18,1,1,11,3,3,0
C1E091_FINAL_MATT_treated.txt,C1,91,MATT,14450,2119,0.10740920639665219,0.13288279031534894,0.08318543565984157,0.1485615005230907,0.14751812135704678,0.1027882603497235,0.06182091615603046,0.21583376924226577,4,12,5,0,11,1,3,2,0
C1E092_FINAL_MATT_treated.txt,C1,92,MATT,14322,1968,0.14833338711238744,0.11757445710044853,0.09708766254719112,0.16315119712174503,0.12795146171469135,0.10086799393372266,0.06531230841211963,0.1797215320576942,1,7,21,8,14,8,3,1,0
C1E093_FINAL_MATT_treated.txt,C1,93,MATT,19742,1988,0.2376917758301721,0.08882381050265493,0.11049704878120407,0.20633277361175242,0.06902301443440985,0.13044360382390396,0.057456799549375194,0.09973117346652755,1,52,53,22,33,32,1,14,0
C1E094.5_FINAL_MATT_treated.txt,C1,Others,MATT,4342,832,0.11941281561302142,0.1394379176607605,0.07588846549599158,0.13170942683657666,0.15673797758907274,0.11124616967627403,0.05512839358201699,0.2104388335462862,5,0,1,0,0,0,0,0,0
C1E094_FINAL_MATT_treated.txt,C1,94,MATT,15535,2097,0.10710089365141721,0.17706219434547607,0.05058545682792129,0.11710130006186467,0.1688310280829619,0.09258842813985935,0.0662060681595477,0.22052463073095183,5,3,9,17,11,6,13,1,0
C1E095_FINAL_MATT_treated.txt,C1,95,MATT,13405,1943,0.06488362477037894,0.19688890294796163,0.04320378148887086,0.09396782932687414,0.22887655707368437,0.07586250528156682,0.06732048886408465,0.22899631024657857,0,7,14,10,10,1,14,3,0
C1E096_FINAL_MATT_treated.txt,C1,96,MATT,18493,2247,0.11748518692247704,0.16124527693764257,0.06101347637533563,0.14004293562246586,0.1873785960742107,0.06932290062935798,0.05860050590364813,0.2049111215348621,1,8,21,10,18,11,48,7,0
C1E097_FINAL_MATT_treated.txt,C1,97,MATT,13530,2007,0.08701540804683613,0.1608536714696228,0.03402317531748192,0.1160759120058571,0.19271110838530459,0.09591474018166647,0.06498109610639843,0.2484248884868325,10,19,4,9,26,4,4,4,0
C1E098-5_FINAL_MATT_treated.txt,C1,Others,MATT,14014,1456,0.2097370684304394,0.10150564292354969,0.07890179785857372,0.18590434581471643,0.09061453701413119,0.125862603273494,0.0715088848025535,0.13596511988254215,2,51,100,40,34,3,3,15,0
C1E098_FINAL_MATT_treated.txt,C1,98,MATT,17318,2273,0.12905499175990975,0.13838020788157399,0.06948871685893543,0.12339264029837804,0.15643160725127941,0.09314825657038771,0.07317507300430795,0.21692850637522762,5,18,18,10,11,10,19,9,0
C1E099_FINAL_MATT_treated.txt,C1,99,MATT,10868,1750,0.13223222989650094,0.1544267106382096,0.053709580403625556,0.1439977288283243,0.1476611598531517,0.09189041337398626,0.06835163752514882,0.20773053948105288,1,4,18,4,12,1,6,0,0
C1E100_FINAL_MATT_treated.txt,C1,100,MATT,20892,2324,0.1662763811349333,0.12793300582412348,0.06568190500445689,0.13919320139135566,0.12412822454710568,0.12348482309811201,0.06919447479005675,0.1841079842098562,4,33,40,14,47,14,35,14,1
C1E101_FINAL_MATT_treated.txt,C1,101,MATT,11519,1925,0.09699838212874522,0.15733927589890384,0.045721715773207654,0.13614619955819668,0.14405665660682615,0.12290117503085367,0.048221119442456675,0.24861547556081012,5,4,9,6,7,0,7,0,0
C1E102_FINAL_MATT_treated.txt,C1,102,MATT,17113,2031,0.14379753622983904,0.1175692180814452,0.06818014339851017,0.1756318173479899,0.10829597853882784,0.14337734378797215,0.0745316343761318,0.16861632823928388,5,35,26,18,36,22,25,14,0
C1E103_FINAL_MATT_treated.txt,C1,103,MATT,9862,1724,0.07910133237267428,0.1705065941477447,0.049211654671971944,0.12226733587763516,0.1948503620077412,0.09075112881949993,0.06834538220054118,0.2249662099021916,4,5,10,3,7,12,9,0,0
